"version","generator","osm3s__timestamp_osm_base","osm3s__copyright","elements__type","elements__id","elements__nodes__001","elements__nodes__002","elements__nodes__003","elements__nodes__004","elements__nodes__005","elements__nodes__006","elements__nodes__007","elements__nodes__008","elements__nodes__009","elements__nodes__010","elements__nodes__011","elements__nodes__012","elements__nodes__013","elements__lat","elements__lon","elements__tags__addr:housename","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:province","elements__tags__addr:street","elements__tags__air_conditioning","elements__tags__addr:unit","elements__tags__alt_name","elements__tags__amenity","elements__tags__attribution","elements__tags__contact:phone","elements__tags__building","elements__tags__canvec:CODE","elements__tags__canvec:UUID","elements__tags__building:levels","elements__tags__brewery","elements__tags__capacity","elements__tags__brand","elements__tags__brand:wikidata","elements__tags__brand:wikipedia","elements__tags__brand:website","elements__tags__contact:facebook","elements__tags__bar","elements__tags__check_date","elements__tags__check_date:opening_hours","elements__tags__diet:vegan","elements__tags__diet:vegetarian","elements__tags__cuisine","elements__tags__disused","elements__tags__diet:halal","elements__tags__fixme","elements__tags__disused:amenity","elements__tags__drive_through","elements__tags__indoor_seating","elements__tags__disused:shop","elements__tags__highchair","elements__tags__llbo","elements__tags__level","elements__tags__email","elements__tags__delivery","elements__tags__internet_access","elements__tags__diet:gluten_free","elements__tags__name","elements__tags__name:zh","elements__tags__name:en","elements__tags__official_name","elements__tags__opening_hours","elements__tags__roof:levels","elements__tags__payment:american_express","elements__tags__payment:cash","elements__tags__payment:discover_card","elements__tags__payment:interac","elements__tags__payment:credit_cards","elements__tags__payment:debit_cards","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__outdoor_seating","elements__tags__phone","elements__tags__reservation","elements__tags__shop","elements__tags__source","elements__tags__twitter","elements__tags__smoking","elements__tags__toilets","elements__tags__toilets:wheelchair","elements__tags__takeaway","elements__tags__url","elements__tags__website","elements__tags__website:menu","elements__tags__website:en","elements__tags__website:fr","elements__tags__wheelchair"
"","","","","node","1461536989","","","","","","","","","","","","","","43.4494876","-80.4879288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1696926657","","","","","","","","","","","","","","43.4494225","-80.4879826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1696926660","","","","","","","","","","","","","","43.4497001","-80.4877629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1696926664","","","","","","","","","","","","","","43.4493996","-80.487894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1696926671","","","","","","","","","","","","","","43.4496193","-80.487619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1703827623","","","","","","","","","","","","","","43.4522802","-80.4886508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1703827643","","","","","","","","","","","","","","43.4522157","-80.4887623","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1703827645","","","","","","","","","","","","","","43.4522815","-80.4887104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1703827687","","","","","","","","","","","","","","43.4522525","-80.4885842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1703827761","","","","","","","","","","","","","","43.4522625","-80.4886648","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2017662914","","","","","","","","","","","","","","43.4484979","-80.485779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2017662919","","","","","","","","","","","","","","43.4485762","-80.4859572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2017662923","","","","","","","","","","","","","","43.44857","-80.4857188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2017662926","","","","","","","","","","","","","","43.4486484","-80.4858971","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2018466130","","","","","","","","","","","","","","43.4471785","-80.4848296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2018466134","","","","","","","","","","","","","","43.4472304","-80.4849465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2018466141","","","","","","","","","","","","","","43.4471745","-80.4849936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2088100942","","","","","","","","","","","","","","43.4471226","-80.4848767","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2402530494","","","","","","","","","","","","","","43.452169","-80.4886501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7870672585","","","","","","","","","","","","","","43.4496657","-80.4876842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7870672586","","","","","","","","","","","","","","43.4496554","-80.4876925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7870672587","","","","","","","","","","","","","","43.4495411","-80.4876768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7870672588","","","","","","","","","","","","","","43.4494603","-80.4877593","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1256306981","","","","","","","","","","","","","","43.4630018","-80.5267507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1256306996","","","","","","","","","","","","","","43.4631135","-80.5268082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1256307000","","","","","","","","","","","","","","43.4631888","-80.5266729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1256307062","","","","","","","","","","","","","","43.4630768","-80.5268299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1256307108","","","","","","","","","","","","","","43.4628963","-80.5266632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1256307110","","","","","","","","","","","","","","43.4629934","-80.5267658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1256307132","","","","","","","","","","","","","","43.4630011","-80.5264747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1256307145","","","","","","","","","","","","","","43.463098","-80.5267918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1627731222","","","","","","","","","","","","","","43.4645173","-80.5216062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1627731235","","","","","","","","","","","","","","43.4645847","-80.5216248","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1627731252","","","","","","","","","","","","","","43.4644604","-80.5219975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1627731260","","","","","","","","","","","","","","43.4645279","-80.5220161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4915223260","","","","","","","","","","","","","","43.4608427","-80.5228008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4915223261","","","","","","","","","","","","","","43.460741","-80.5226214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4915223262","","","","","","","","","","","","","","43.4607975","-80.5225606","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4915223263","","","","","","","","","","","","","","43.4608992","-80.5227401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1630782377","","","","","","","","","","","","","","43.4681924","-80.5230447","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1630782412","","","","","","","","","","","","","","43.46828","-80.5230124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1630782432","","","","","","","","","","","","","","43.4683067","-80.5228296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1630782438","","","","","","","","","","","","","","43.4682425","-80.5227012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1630782449","","","","","","","","","","","","","","43.4683222","-80.5227233","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1717921738","","","","","","","","","","","","","","43.4687299","-80.5237421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1717921770","","","","","","","","","","","","","","43.468704","-80.5234779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1717921776","","","","","","","","","","","","","","43.468653","-80.5238437","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1717921799","","","","","","","","","","","","","","43.4687645","-80.5234939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1717921802","","","","","","","","","","","","","","43.4688439","-80.5237723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1717921808","","","","","","","","","","","","","","43.4688275","-80.5238899","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2120270487","","","","","","","","","","","","","","43.4682721","-80.5230667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473803173","","","","","","","","","","","","","","43.4791318","-80.5218495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473803178","","","","","","","","","","","","","","43.4791591","-80.521872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473803179","","","","","","","","","","","","","","43.4791492","-80.5218946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473803198","","","","","","","","","","","","","","43.4792097","-80.5219447","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473803203","","","","","","","","","","","","","","43.4792402","-80.5218747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473803211","","","","","","","","","","","","","","43.4792659","-80.5215417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473803215","","","","","","","","","","","","","","43.4792877","-80.5215597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473803235","","","","","","","","","","","","","","43.4793092","-80.5215102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473803246","","","","","","","","","","","","","","43.4793404","-80.5216115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473803255","","","","","","","","","","","","","","43.4793645","-80.521556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473803261","","","","","","","","","","","","","","43.4793818","-80.5219918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1473803272","","","","","","","","","","","","","","43.4794926","-80.5217374","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1572288333","","","","","","","","","","","","","","43.4772938","-80.5204711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1572288336","","","","","","","","","","","","","","43.4773597","-80.5202824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1572288339","","","","","","","","","","","","","","43.4774644","-80.5205842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1572288345","","","","","","","","","","","","","","43.4775303","-80.5203955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1881650376","","","","","","","","","","","","","","43.4780977","-80.518192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1881650379","","","","","","","","","","","","","","43.4781343","-80.5182912","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1881650381","","","","","","","","","","","","","","43.4781501","-80.5182714","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1881650384","","","","","","","","","","","","","","43.4781763","-80.5183549","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1881650386","","","","","","","","","","","","","","43.4781872","-80.5183413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1881650387","","","","","","","","","","","","","","43.4781901","-80.5180765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1881650390","","","","","","","","","","","","","","43.4782542","-80.5184432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1881650391","","","","","","","","","","","","","","43.4783515","-80.5183215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","7450412370","","","","","","","","","","","","","","43.4781753","-80.5180949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2025526451","","","","","","","","","","","","","","43.4627159","-80.500932","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2025526465","","","","","","","","","","","","","","43.4629219","-80.5008812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2025526469","","","","","","","","","","","","","","43.4628516","-80.501081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2025526472","","","","","","","","","","","","","","43.4627824","-80.5007329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1623264446","","","","","","","","","","","","","","43.456754","-80.4891331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1623264450","","","","","","","","","","","","","","43.4568752","-80.489008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1623264453","","","","","","","","","","","","","","43.4569402","-80.4890502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1623264459","","","","","","","","","","","","","","43.4568583","-80.4890574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1623264463","","","","","","","","","","","","","","43.4567941","-80.4890157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2297234485","","","","","","","","","","","","","","43.4568832","-80.489217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2753082466","","","","","","","","","","","","","","43.4560196","-80.4911716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2753082467","","","","","","","","","","","","","","43.4559792","-80.4911464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2753082468","","","","","","","","","","","","","","43.4559861","-80.4911254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2753082470","","","","","","","","","","","","","","43.4559749","-80.4913071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2753082482","","","","","","","","","","","","","","43.455849","-80.4910396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5939996385","","","","","","","","","","","","","","43.4557974","-80.4911961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","8577168679","","","","","","","","","","","","","","43.4568722","-80.4892099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1623098208","","","","","","","","","","","","","","43.457643","-80.4844844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1623098209","","","","","","","","","","","","","","43.4577582","-80.4845531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1623098212","","","","","","","","","","","","","","43.4576111","-80.4845859","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1623098214","","","","","","","","","","","","","","43.4577263","-80.4846546","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2160507699","","","","","","","","","","","","","","43.4702174","-80.4847982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2160507724","","","","","","","","","","","","","","43.4700943","-80.4847954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2160508312","","","","","","","","","","","","","","43.4676959","-80.4849691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2160508314","","","","","","","","","","","","","","43.4677476","-80.4848717","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2160508316","","","","","","","","","","","","","","43.4677916","-80.4850656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2160508318","","","","","","","","","","","","","","43.4678434","-80.4849682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2160507718","","","","","","","","","","","","","","43.4702188","-80.4846762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2160507727","","","","","","","","","","","","","","43.4700958","-80.4846735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5908313081","","","","","","","","","","","","","","43.4687426","-80.4847348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5908313082","","","","","","","","","","","","","","43.4687424","-80.4844741","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5924325927","","","","","","","","","","","","","","43.4689022","-80.4847351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5924325928","","","","","","","","","","","","","","43.468901","-80.4844721","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","5924325932","","","","","","","","","","","","","","43.4689006","-80.4846678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","818471651","","","","","","","","","","","","","","43.4796562","-80.4840081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","818471911","","","","","","","","","","","","","","43.4797454","-80.4842407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","818472169","","","","","","","","","","","","","","43.47961","-80.484312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","818473109","","","","","","","","","","","","","","43.4794152","-80.4838729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","1573067224","","","","","","","","","","","","","","43.4794958","-80.4837887","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
